age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income,Continent
68,Private,218637,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2377,55,>50K,North America
52,Private,222405,hs_grad,9,Married-civ-spouse,white_collar,Husband,Black,Male,0,2377,40,<=50K,North America
40,Self-emp-inc,110862,associate,12,Married-civ-spouse,blue_collar,Husband,White,Male,0,2377,50,<=50K,North America
21,Private,377931,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2377,48,<=50K,North America
35,Private,192923,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2377,40,<=50K,North America
70,Self-emp-inc,207938,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,2377,50,>50K,North America
61,Self-emp-not-inc,36671,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2352,50,<=50K,North America
65,Self-emp-inc,81413,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2352,65,<=50K,North America
46,Private,214955,HS_dropout,3,Divorced,blue_collar,Not-in-family,White,Female,0,2339,45,<=50K,North America
26,Local-gov,166295,bachelor,13,Never-married,professional,Not-in-family,White,Male,0,2339,55,<=50K,North America
59,Local-gov,147707,hs_grad,9,Widowed,labor,Unmarried,White,Male,0,2339,40,<=50K,North America
61,Private,43554,HS_dropout,3,Never-married,labor,Not-in-family,Black,Male,0,2339,40,<=50K,North America
60,State-gov,358893,bachelor,13,Divorced,professional,Not-in-family,White,Female,0,2339,40,<=50K,North America
49,Self-emp-inc,141058,college_dropout,10,Divorced,white_collar,Not-in-family,White,Male,0,2339,50,<=50K,North America
25,Private,77071,bachelor,13,Never-married,professional,Own-child,White,Female,0,2339,35,<=50K,North America
59,Local-gov,171328,hs_grad,9,Separated,service,Other-relative,Black,Female,0,2339,40,<=50K,North America
28,State-gov,381789,college_dropout,10,Separated,white_collar,Own-child,White,Male,0,2339,40,<=50K,North America
56,Self-emp-not-inc,346635,masters,14,Divorced,white_collar,Unmarried,White,Female,0,2339,60,<=50K,North America
41,Private,162140,hs_grad,9,Divorced,blue_collar,Not-in-family,White,Male,0,2339,40,<=50K,North America
42,Private,191765,hs_grad,9,Never-married,clerical,Other-relative,Black,Female,0,2339,40,<=50K,Latin America
28,Private,251905,prof_school,15,Never-married,professional,Not-in-family,White,Male,0,2339,40,<=50K,North America
40,Self-emp-not-inc,33310,prof_school,15,Divorced,service,Not-in-family,White,Female,0,2339,35,<=50K,North America
69,Private,228921,bachelor,13,Widowed,professional,Not-in-family,White,Male,0,2282,40,>50K,North America
66,Local-gov,36364,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2267,40,<=50K,North America
69,Private,124930,HS_dropout,3,Married-civ-spouse,labor,Husband,White,Male,0,2267,40,<=50K,North America
55,Local-gov,176046,masters,14,Married-civ-spouse,professional,Wife,White,Female,0,2267,40,<=50K,North America
57,Federal-gov,370890,hs_grad,9,Never-married,clerical,Not-in-family,White,Male,0,2258,40,<=50K,North America
20,Self-emp-not-inc,157145,college_dropout,10,Never-married,labor,Own-child,White,Male,0,2258,10,<=50K,North America
33,Private,288825,hs_grad,9,Divorced,blue_collar,Not-in-family,White,Male,0,2258,84,<=50K,North America
30,Self-emp-not-inc,257295,college_dropout,10,Never-married,white_collar,Other-relative,Asian-Pac-Islander,Male,0,2258,40,<=50K,Other
40,Private,287983,bachelor,13,Never-married,support,Not-in-family,Asian-Pac-Islander,Female,0,2258,48,<=50K,Asia
38,Private,101978,college_dropout,10,Separated,labor,Not-in-family,White,Male,0,2258,55,>50K,North America
46,State-gov,192779,associate,12,Divorced,clerical,Unmarried,White,Male,0,2258,38,>50K,North America
29,Private,135296,bachelor,13,Never-married,white_collar,Not-in-family,White,Female,0,2258,45,>50K,North America
57,Federal-gov,199114,bachelor,13,Never-married,clerical,Not-in-family,White,Male,0,2258,40,<=50K,North America
39,Private,156897,hs_grad,9,Never-married,blue_collar,Own-child,White,Male,0,2258,42,>50K,North America
47,Private,138107,bachelor,13,Divorced,white_collar,Not-in-family,White,Male,0,2258,40,>50K,North America
26,Private,279833,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,2258,45,>50K,North America
27,Self-emp-not-inc,208577,hs_grad,9,Never-married,blue_collar,Not-in-family,White,Male,0,2258,50,<=50K,North America
23,Private,102942,bachelor,13,Never-married,professional,Own-child,White,Female,0,2258,40,>50K,North America
34,Private,36385,masters,14,Never-married,professional,Not-in-family,White,Male,0,2258,50,<=50K,North America
33,Private,176185,HS_dropout,8,Divorced,blue_collar,Not-in-family,White,Male,0,2258,42,<=50K,North America
38,Local-gov,162613,masters,14,Never-married,professional,Not-in-family,White,Female,0,2258,60,<=50K,North America
57,Private,121362,college_dropout,10,Widowed,clerical,Unmarried,White,Female,0,2258,38,>50K,North America
36,Private,145933,hs_grad,9,Never-married,white_collar,Not-in-family,White,Male,0,2258,70,<=50K,North America
44,Federal-gov,29591,bachelor,13,Divorced,support,Not-in-family,White,Male,0,2258,40,>50K,North America
49,State-gov,269417,PhD,16,Never-married,white_collar,Not-in-family,White,Female,0,2258,50,>50K,North America
44,Self-emp-inc,178510,college_dropout,10,Never-married,white_collar,Not-in-family,White,Male,0,2258,60,<=50K,North America
55,Private,41108,college_dropout,10,Widowed,labor,Not-in-family,White,Male,0,2258,62,>50K,North America
45,Private,187901,hs_grad,9,Divorced,labor,Not-in-family,White,Male,0,2258,44,>50K,North America
48,Private,175070,hs_grad,9,Divorced,white_collar,Not-in-family,White,Female,0,2258,40,>50K,North America
31,Private,263561,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,2246,45,>50K,North America
55,Local-gov,99131,hs_grad,9,Married-civ-spouse,professional,Other-relative,White,Female,0,2246,40,>50K,North America
70,Self-emp-not-inc,143833,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2246,40,>50K,North America
70,Self-emp-not-inc,124449,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,2246,8,>50K,North America
73,Private,336007,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,2246,40,>50K,North America
72,Self-emp-not-inc,285408,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,2246,28,>50K,North America
31,Private,327825,hs_grad,9,Separated,labor,Unmarried,White,Female,0,2238,40,<=50K,North America
28,Private,129460,HS_dropout,6,Widowed,clerical,Unmarried,White,Female,0,2238,35,<=50K,North America
23,Self-emp-not-inc,258298,bachelor,13,Never-married,clerical,Own-child,White,Male,0,2231,40,>50K,North America
49,Local-gov,102359,HS_dropout,5,Widowed,labor,Unmarried,White,Male,0,2231,40,>50K,North America
27,Local-gov,92431,college_dropout,10,Never-married,service,Not-in-family,White,Male,0,2231,40,>50K,North America
90,Private,51744,hs_grad,9,Never-married,service,Not-in-family,Black,Male,0,2206,40,<=50K,North America
68,Private,166149,hs_grad,9,Widowed,clerical,Not-in-family,White,Female,0,2206,30,<=50K,North America
65,Private,149811,hs_grad,9,Divorced,clerical,Unmarried,White,Female,0,2206,59,<=50K,North America
67,Private,118363,bachelor,13,Divorced,white_collar,Not-in-family,White,Female,0,2206,5,<=50K,North America
66,Local-gov,362165,bachelor,13,Widowed,professional,Not-in-family,Black,Female,0,2206,25,<=50K,North America
24,Private,379066,college_dropout,10,Never-married,clerical,Not-in-family,White,Male,0,2205,24,<=50K,North America
44,Self-emp-not-inc,171424,college_dropout,10,Divorced,labor,Not-in-family,White,Male,0,2205,35,<=50K,North America
35,Private,108293,college_dropout,10,Never-married,clerical,Own-child,White,Female,0,2205,40,<=50K,North America
20,Private,107801,associate,12,Never-married,service,Own-child,White,Female,0,2205,18,<=50K,North America
38,Private,126675,hs_grad,9,Divorced,blue_collar,Not-in-family,White,Male,0,2205,40,<=50K,North America
39,Private,155603,college_dropout,10,Never-married,service,Own-child,Black,Female,0,2205,40,<=50K,North America
32,Private,27882,college_dropout,10,Never-married,labor,Other-relative,White,Female,0,2205,40,<=50K,Europe
42,Private,242564,HS_dropout,4,Never-married,labor,Not-in-family,Black,Male,0,2205,40,<=50K,North America
42,Self-emp-inc,23510,masters,14,Divorced,white_collar,Unmarried,Asian-Pac-Islander,Male,0,2201,60,>50K,Asia
64,Private,181232,HS_dropout,7,Married-civ-spouse,blue_collar,Husband,White,Male,0,2179,40,<=50K,North America
28,Private,166481,HS_dropout,4,Married-civ-spouse,labor,Husband,Other,Male,0,2179,40,<=50K,Other
41,Self-emp-inc,139916,associate,11,Married-civ-spouse,white_collar,Husband,Other,Male,0,2179,84,<=50K,North America
41,Self-emp-not-inc,144594,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,White,Male,0,2179,40,<=50K,North America
58,Self-emp-not-inc,266707,HS_dropout,2,Married-civ-spouse,labor,Husband,White,Male,0,2179,18,<=50K,North America
59,State-gov,303176,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2179,40,<=50K,North America
34,Self-emp-not-inc,56460,hs_grad,9,Married-civ-spouse,labor,Wife,White,Female,0,2179,12,<=50K,North America
45,Private,167523,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2179,45,<=50K,North America
29,Private,119004,hs_grad,9,Married-civ-spouse,clerical,Wife,White,Female,0,2179,40,<=50K,North America
47,Private,175925,HS_dropout,6,Married-civ-spouse,white_collar,Husband,White,Male,0,2179,52,<=50K,North America
40,Private,212847,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,2179,40,<=50K,North America
47,Self-emp-not-inc,191175,HS_dropout,3,Married-civ-spouse,white_collar,Husband,White,Male,0,2179,50,<=50K,North America
41,Self-emp-not-inc,170214,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2179,40,<=50K,North America
34,Private,180714,college_dropout,10,Married-civ-spouse,labor,Husband,Black,Male,0,2179,40,<=50K,North America
65,Self-emp-not-inc,111483,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2174,10,>50K,North America
70,Private,282642,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2174,40,>50K,North America
75,Self-emp-not-inc,309955,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,2174,50,>50K,North America
65,State-gov,215908,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,2174,40,>50K,North America
65,Federal-gov,23494,college_dropout,10,Married-civ-spouse,white_collar,Husband,Black,Male,0,2174,40,>50K,North America
73,Private,147551,college_dropout,10,Married-civ-spouse,professional,Husband,White,Male,0,2174,50,>50K,North America
68,Self-emp-not-inc,116903,associate,11,Married-civ-spouse,professional,Husband,White,Male,0,2149,40,<=50K,North America
74,Self-emp-not-inc,119129,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,2149,20,<=50K,North America
19,Self-emp-not-inc,342384,HS_dropout,7,Married-civ-spouse,blue_collar,Own-child,White,Male,0,2129,55,<=50K,North America
37,Self-emp-not-inc,68899,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2129,40,<=50K,North America
45,Federal-gov,207107,associate,12,Divorced,clerical,Unmarried,Asian-Pac-Islander,Male,0,2080,40,<=50K,Asia
64,Private,149044,masters,14,Married-civ-spouse,professional,Husband,Asian-Pac-Islander,Male,0,2057,60,<=50K,Asia
30,Private,148524,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2057,40,<=50K,North America
51,Self-emp-not-inc,268639,college_dropout,10,Married-civ-spouse,professional,Wife,White,Female,0,2057,60,<=50K,North America
35,Private,272019,HS_dropout,7,Married-civ-spouse,blue_collar,Husband,White,Male,0,2057,40,<=50K,North America
29,Private,239753,hs_grad,9,Married-civ-spouse,clerical,Wife,White,Female,0,2057,20,<=50K,North America
34,Private,199864,college_dropout,10,Married-civ-spouse,clerical,Wife,White,Female,0,2057,40,<=50K,North America
41,Private,125831,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,60,<=50K,North America
35,Private,67728,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,45,<=50K,North America
26,Private,115717,college_dropout,10,Married-civ-spouse,clerical,Husband,White,Male,0,2051,40,<=50K,North America
54,Private,172281,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2051,50,<=50K,North America
52,Local-gov,305053,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,40,<=50K,North America
50,Self-emp-not-inc,105010,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2051,20,<=50K,North America
31,Private,291052,college_dropout,10,Married-civ-spouse,clerical,Husband,White,Male,0,2051,40,<=50K,North America
38,Federal-gov,248919,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2051,40,<=50K,North America
30,Private,84119,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,40,<=50K,North America
34,Local-gov,105540,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,2051,40,<=50K,North America
31,Private,161765,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2051,57,<=50K,North America
52,Private,195635,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2051,38,<=50K,North America
54,Private,816750,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,40,<=50K,North America
38,Private,160192,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,44,<=50K,North America
39,Private,136081,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2051,40,<=50K,North America
29,Private,244473,associate,11,Married-civ-spouse,support,Husband,White,Male,0,2051,40,<=50K,North America
45,Private,187033,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,40,<=50K,North America
34,Private,265807,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2051,55,<=50K,North America
38,Private,154410,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,40,<=50K,Europe
39,Private,314007,HS_dropout,6,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,40,<=50K,North America
61,Private,179743,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2051,20,<=50K,North America
43,Private,117037,HS_dropout,7,Married-civ-spouse,labor,Husband,White,Male,0,2042,40,<=50K,North America
35,Private,40135,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,2042,40,<=50K,North America
46,Private,315423,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,2042,50,<=50K,North America
38,Private,35429,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,2042,40,<=50K,North America
42,Self-emp-not-inc,120837,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,2042,48,<=50K,North America
34,Private,90614,associate,12,Married-civ-spouse,support,Husband,White,Male,0,2042,10,<=50K,North America
29,Private,202878,HS_dropout,4,Married-civ-spouse,labor,Husband,White,Male,0,2042,40,<=50K,North America
32,Private,260954,HS_dropout,7,Married-civ-spouse,blue_collar,Husband,White,Male,0,2042,30,<=50K,North America
