age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income,Continent
29,Private,144592,bachelor,13,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
65,Self-emp-not-inc,115498,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,3818,0,10,<=50K,North America
27,Private,187392,hs_grad,9,Never-married,service,Not-in-family,White,Female,0,0,40,<=50K,North America
32,Private,183801,hs_grad,9,Divorced,blue_collar,Own-child,White,Male,0,0,40,<=50K,North America
25,Private,190916,hs_grad,9,Never-married,clerical,Not-in-family,White,Male,0,0,40,<=50K,North America
56,Private,659558,HS_dropout,8,Widowed,service,Unmarried,Black,Female,0,0,40,<=50K,North America
44,Private,188436,bachelor,13,Married-civ-spouse,clerical,Husband,White,Male,0,0,45,<=50K,North America
61,Private,95500,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
41,Private,153031,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,65,>50K,North America
27,Local-gov,199172,hs_grad,9,Married-civ-spouse,service,Wife,White,Female,0,0,40,<=50K,North America
35,Private,388252,associate,11,Married-civ-spouse,clerical,Husband,Black,Male,0,0,40,<=50K,North America
45,Private,185385,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,47,>50K,North America
50,Private,238959,college_dropout,10,Married-civ-spouse,clerical,Husband,White,Male,0,0,45,>50K,North America
58,Self-emp-inc,258883,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,60,>50K,North America
25,Private,120238,hs_grad,9,Married-spouse-absent,labor,Not-in-family,White,Male,0,0,40,<=50K,Europe
18,Private,285013,hs_grad,9,Never-married,white_collar,Own-child,White,Male,0,0,10,<=50K,North America
28,Private,273929,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,1628,60,<=50K,North America
51,Self-emp-inc,98642,hs_grad,9,Divorced,white_collar,Not-in-family,White,Male,14084,0,40,>50K,North America
39,Private,245053,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,50,>50K,North America
34,Private,245378,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,<=50K,North America
24,Private,51973,bachelor,13,Never-married,professional,Own-child,White,Female,0,0,20,<=50K,North America
44,Local-gov,100479,associate,12,Married-civ-spouse,professional,Husband,White,Male,0,0,48,<=50K,North America
27,Private,233421,college_dropout,10,Never-married,clerical,Own-child,White,Male,0,0,20,<=50K,North America
25,Private,323229,bachelor,13,Never-married,clerical,Not-in-family,White,Male,0,0,40,<=50K,North America
29,Self-emp-not-inc,266855,bachelor,13,Separated,professional,Own-child,White,Male,0,0,40,<=50K,North America
27,State-gov,206889,associate,12,Never-married,service,Not-in-family,White,Male,0,0,40,<=50K,North America
31,Private,381153,HS_dropout,6,Married-civ-spouse,support,Husband,White,Male,0,0,40,>50K,North America
32,Private,177792,bachelor,13,Divorced,white_collar,Not-in-family,White,Female,0,0,48,>50K,North America
18,Private,266287,HS_dropout,8,Never-married,white_collar,Own-child,White,Female,0,0,35,<=50K,North America
44,Federal-gov,244054,college_dropout,10,Divorced,white_collar,Unmarried,White,Male,0,0,60,>50K,North America
49,State-gov,36177,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
18,Private,177648,hs_grad,9,Never-married,white_collar,Own-child,White,Female,0,0,25,<=50K,North America
56,Private,170148,hs_grad,9,Divorced,blue_collar,Unmarried,Black,Male,0,0,40,<=50K,North America
19,Private,206399,hs_grad,9,Never-married,labor,Own-child,Black,Female,0,0,40,<=50K,North America
42,Private,185145,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,57,<=50K,North America
31,Private,73585,associate,11,Married-civ-spouse,professional,Husband,White,Male,0,0,45,<=50K,North America
43,Private,351576,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,0,50,>50K,North America
31,Private,248178,college_dropout,10,Married-civ-spouse,service,Husband,Black,Male,0,0,35,<=50K,North America
24,Private,113466,hs_grad,9,Never-married,white_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
41,Self-emp-inc,125831,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,1887,55,>50K,North America
46,Private,237731,associate,11,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,<=50K,North America
23,Private,263899,college_dropout,10,Never-married,clerical,Own-child,Black,Male,0,0,20,<=50K,Other
28,Private,419146,HS_dropout,4,Separated,labor,Not-in-family,White,Male,0,0,40,<=50K,North America
21,Private,203894,associate,11,Never-married,clerical,Own-child,White,Female,0,0,40,<=50K,North America
19,State-gov,282721,college_dropout,10,Never-married,service,Not-in-family,Black,Male,0,0,12,<=50K,North America
28,Private,109001,hs_grad,9,Never-married,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
32,Private,154120,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,7298,0,40,>50K,North America
42,Private,89413,HS_dropout,8,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
38,Private,85244,bachelor,13,Separated,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
42,Self-emp-inc,187702,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,2415,60,>50K,North America
41,Private,173858,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Asia
23,Private,76432,college_dropout,10,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
33,Private,101352,prof_school,15,Never-married,professional,Not-in-family,White,Female,0,0,50,>50K,North America
72,Federal-gov,217864,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,>50K,North America
26,Private,167848,hs_grad,9,Never-married,labor,Not-in-family,Black,Male,0,0,40,<=50K,North America
28,Private,141350,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,<=50K,North America
37,Self-emp-inc,196123,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,70,>50K,North America
37,Private,126569,hs_grad,9,Never-married,blue_collar,Own-child,White,Male,0,0,40,<=50K,North America
35,Self-emp-not-inc,157473,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
52,Private,114971,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
45,Private,127738,college_dropout,10,Married-civ-spouse,service,Husband,White,Male,0,0,40,<=50K,North America
40,Private,82465,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,2580,0,40,<=50K,North America
40,Private,377322,hs_grad,9,Married-civ-spouse,blue_collar,Husband,Black,Male,0,0,40,>50K,North America
28,Private,88419,hs_grad,9,Never-married,white_collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,Europe
36,Local-gov,382635,bachelor,13,Divorced,clerical,Unmarried,White,Female,0,0,35,<=50K,Latin America
32,Federal-gov,127651,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,North America
24,Private,83783,bachelor,13,Never-married,support,Own-child,White,Female,0,0,40,<=50K,North America
19,Private,43937,college_dropout,10,Never-married,service,Other-relative,White,Female,0,0,20,<=50K,North America
38,Private,195744,bachelor,13,Never-married,service,Not-in-family,White,Male,0,0,48,<=50K,North America
22,Private,351381,associate,11,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
39,Private,180667,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
40,Private,124915,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
45,Private,203653,hs_grad,9,Married-civ-spouse,clerical,Husband,Black,Male,7298,0,40,>50K,North America
30,Private,243841,hs_grad,9,Divorced,service,Other-relative,Asian-Pac-Islander,Female,0,0,40,<=50K,Other
34,Private,94235,bachelor,13,Never-married,blue_collar,Unmarried,White,Male,0,0,40,<=50K,North America
50,Private,172052,hs_grad,9,Married-civ-spouse,professional,Husband,Asian-Pac-Islander,Male,0,0,35,>50K,Other
48,Self-emp-inc,369522,bachelor,13,Married-civ-spouse,white_collar,Wife,White,Female,0,0,25,>50K,North America
31,Private,217460,hs_grad,9,Divorced,blue_collar,Not-in-family,White,Male,0,0,45,<=50K,North America
54,State-gov,93415,bachelor,13,Never-married,professional,Unmarried,Asian-Pac-Islander,Female,0,0,40,>50K,North America
36,Local-gov,247807,associate,11,Never-married,service,Not-in-family,White,Male,0,0,40,>50K,North America
46,Private,155890,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,40,>50K,North America
54,Private,198546,masters,14,Widowed,clerical,Unmarried,White,Female,0,0,38,<=50K,North America
25,Private,151810,hs_grad,9,Never-married,labor,Not-in-family,Black,Male,0,0,28,<=50K,North America
45,Local-gov,160472,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,1977,50,>50K,North America
39,Private,24342,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,North America
52,Private,94391,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,<=50K,North America
61,Local-gov,34632,bachelor,13,Divorced,service,Not-in-family,White,Male,0,0,30,<=50K,North America
24,Private,116968,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,0,45,<=50K,North America
36,Self-emp-not-inc,122493,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,47,<=50K,North America
26,Self-emp-inc,187652,hs_grad,9,Divorced,white_collar,Not-in-family,White,Male,0,0,78,>50K,North America
48,Federal-gov,326048,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,44,>50K,North America
35,Private,139364,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,1902,40,>50K,North America
36,Private,98389,associate,12,Married-civ-spouse,white_collar,Husband,White,Male,0,0,44,>50K,North America
19,Local-gov,167816,hs_grad,9,Divorced,white_collar,Not-in-family,White,Female,0,0,35,<=50K,North America
47,Private,503454,HS_dropout,8,Never-married,clerical,Other-relative,Black,Female,0,0,40,<=50K,North America
46,Private,192963,bachelor,13,Married-civ-spouse,clerical,Husband,Asian-Pac-Islander,Male,0,2415,35,>50K,Asia
35,Private,379959,hs_grad,9,Divorced,service,Not-in-family,White,Female,0,0,40,<=50K,North America
27,Private,85251,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,45,<=50K,North America
59,Local-gov,140478,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,North America
32,Private,187901,associate,11,Never-married,white_collar,Not-in-family,White,Female,0,0,23,<=50K,North America
18,Private,301867,hs_grad,9,Never-married,white_collar,Own-child,Amer-Indian-Eskimo,Female,0,0,20,<=50K,North America
39,Private,194287,HS_dropout,4,Never-married,service,Own-child,White,Male,0,1602,35,<=50K,North America
47,Self-emp-not-inc,370119,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,15024,0,50,>50K,North America
28,Local-gov,163942,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,40,<=50K,North America
18,Private,156764,HS_dropout,7,Never-married,service,Own-child,White,Male,0,0,40,<=50K,North America
25,Private,236242,prof_school,15,Never-married,professional,Not-in-family,White,Female,0,0,30,<=50K,North America
68,Private,191581,masters,14,Never-married,professional,Not-in-family,White,Female,3273,0,40,<=50K,North America
25,Private,160445,hs_grad,9,Divorced,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
46,Private,174224,associate,11,Divorced,service,Not-in-family,Black,Male,0,0,40,<=50K,North America
58,Self-emp-inc,210563,hs_grad,9,Married-civ-spouse,white_collar,Wife,White,Female,15024,0,35,>50K,North America
39,Private,284166,hs_grad,9,Never-married,blue_collar,Not-in-family,White,Male,0,1564,50,>50K,North America
22,Local-gov,164775,HS_dropout,3,Never-married,labor,Other-relative,White,Male,0,0,40,>50K,Latin America
40,Private,141657,hs_grad,9,Divorced,clerical,Unmarried,White,Female,0,0,40,<=50K,North America
23,Private,122272,hs_grad,9,Never-married,blue_collar,Own-child,White,Female,0,0,40,<=50K,North America
17,Private,277583,HS_dropout,7,Never-married,labor,Own-child,White,Male,0,0,15,<=50K,North America
29,Private,186733,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,50,<=50K,North America
23,Private,123490,HS_dropout,7,Divorced,service,Unmarried,White,Female,0,0,35,<=50K,North America
47,Local-gov,191389,hs_grad,9,Divorced,clerical,Unmarried,White,Female,0,0,35,<=50K,North America
49,Private,64216,hs_grad,9,Divorced,labor,Not-in-family,White,Male,0,0,90,<=50K,North America
22,Private,116800,associate,12,Never-married,service,Own-child,White,Male,0,0,60,<=50K,North America
36,Private,54229,associate,12,Married-civ-spouse,white_collar,Wife,White,Female,0,0,37,<=50K,North America
40,Private,118001,hs_grad,9,Never-married,labor,Not-in-family,Black,Male,0,0,40,<=50K,North America
68,Private,192829,associate,12,Divorced,white_collar,Not-in-family,White,Female,0,0,43,<=50K,North America
28,Private,114967,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,North America
48,Private,171807,bachelor,13,Divorced,service,Unmarried,White,Female,0,0,56,>50K,North America
43,Private,154210,hs_grad,9,Married-civ-spouse,service,Husband,Asian-Pac-Islander,Male,2829,0,60,<=50K,Asia
32,Self-emp-inc,110331,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,65,>50K,North America
40,Private,56072,masters,14,Divorced,professional,Not-in-family,White,Male,0,0,20,<=50K,North America
25,Federal-gov,339956,college_dropout,10,Married-civ-spouse,service,Husband,Black,Male,0,0,40,<=50K,North America
55,Private,143372,hs_grad,9,Divorced,white_collar,Unmarried,Black,Female,0,0,40,<=50K,North America
29,Private,194197,bachelor,13,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
48,Private,128460,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,42,>50K,North America
39,Private,278403,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,65,<=50K,North America
24,Private,157332,college_dropout,10,Never-married,labor,Own-child,White,Female,0,0,42,<=50K,North America
35,Self-emp-inc,189404,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,1740,40,<=50K,North America
30,Private,164190,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,0,42,<=50K,North America
32,Private,159589,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,50,<=50K,North America
47,Private,306183,college_dropout,10,Divorced,service,Own-child,White,Female,0,0,44,<=50K,North America
49,Private,185041,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,1977,40,>50K,North America
40,Private,180985,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,>50K,North America
47,Private,198901,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,48,<=50K,North America
41,Local-gov,47858,bachelor,13,Married-civ-spouse,service,Husband,White,Male,0,0,40,>50K,North America
37,Private,171150,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,1887,50,>50K,North America
28,Private,183151,HS_dropout,7,Married-civ-spouse,labor,Husband,White,Male,7688,0,40,>50K,North America
41,Private,222504,prof_school,15,Divorced,professional,Unmarried,White,Female,0,0,38,<=50K,North America
56,Private,119859,college_dropout,10,Divorced,labor,Not-in-family,White,Male,0,0,40,>50K,North America
21,Private,131230,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,37,<=50K,North America
67,Self-emp-not-inc,40021,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,35,<=50K,North America
61,Private,153048,hs_grad,9,Widowed,white_collar,Not-in-family,White,Female,0,0,35,<=50K,North America
26,Private,306225,bachelor,13,Never-married,white_collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,Europe
24,Private,102323,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
45,Private,210875,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
58,Local-gov,294313,college_dropout,10,Married-civ-spouse,clerical,Wife,Black,Female,0,0,55,<=50K,North America
47,Self-emp-not-inc,166894,college_dropout,10,Divorced,professional,Unmarried,Black,Female,0,0,40,<=50K,North America
44,Local-gov,171589,associate,11,Married-civ-spouse,blue_collar,Husband,White,Male,7688,0,40,>50K,North America
23,Private,196827,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,1902,40,<=50K,North America
23,Private,45834,bachelor,13,Never-married,white_collar,Not-in-family,White,Female,0,0,50,<=50K,North America
43,Private,196084,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,55,<=50K,North America
59,State-gov,186308,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,50,<=50K,North America
73,Private,29675,hs_grad,9,Widowed,service,Other-relative,White,Female,0,0,12,<=50K,North America
32,Private,174215,college_dropout,10,Divorced,white_collar,Unmarried,White,Female,0,0,40,<=50K,North America
34,Self-emp-not-inc,234960,bachelor,13,Married-civ-spouse,professional,Husband,Black,Male,0,1887,48,>50K,North America
35,Private,153790,college_dropout,10,Never-married,white_collar,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,<=50K,North America
52,Private,198744,hs_grad,9,Widowed,white_collar,Not-in-family,White,Female,0,0,40,<=50K,North America
35,Private,220595,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
32,Private,299635,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,<=50K,Europe
26,Private,104746,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,5013,0,60,<=50K,North America
20,Private,51816,hs_grad,9,Never-married,service,Own-child,Black,Male,0,0,40,<=50K,North America
40,Self-emp-not-inc,48859,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,32,<=50K,North America
48,Private,345831,college_dropout,10,Married-civ-spouse,support,Husband,White,Male,0,0,40,>50K,North America
19,Private,97261,hs_grad,9,Never-married,labor,Not-in-family,White,Male,0,0,40,<=50K,North America
22,Private,206815,hs_grad,9,Never-married,white_collar,Unmarried,White,Female,0,0,40,<=50K,Latin America
18,Private,210828,college_dropout,10,Never-married,labor,Own-child,Other,Male,0,0,30,<=50K,North America
35,Private,167735,HS_dropout,7,Never-married,blue_collar,Own-child,White,Male,6849,0,40,<=50K,North America
33,Private,213887,hs_grad,9,Divorced,labor,Not-in-family,White,Male,0,0,40,<=50K,North America
18,Private,79443,HS_dropout,7,Never-married,service,Own-child,White,Male,0,0,8,<=50K,North America
41,Private,132222,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,2415,40,>50K,North America
40,Private,145649,hs_grad,9,Separated,white_collar,Unmarried,Black,Female,0,0,25,<=50K,North America
75,Self-emp-inc,81534,hs_grad,9,Widowed,white_collar,Other-relative,Asian-Pac-Islander,Male,0,0,35,>50K,North America
49,Private,84298,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,7688,0,40,>50K,North America
56,Private,53366,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
45,Private,164210,college_dropout,10,Divorced,white_collar,Not-in-family,White,Female,0,0,40,<=50K,North America
18,Private,190325,HS_dropout,7,Never-married,blue_collar,Own-child,White,Male,0,0,30,<=50K,North America
54,State-gov,93449,masters,14,Married-civ-spouse,professional,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,Asia
21,Private,45607,college_dropout,10,Never-married,service,Own-child,White,Female,0,0,40,<=50K,North America
31,Private,446358,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
38,Private,411797,associate,11,Divorced,clerical,Unmarried,White,Female,0,0,40,<=50K,North America
25,Private,141876,hs_grad,9,Married-spouse-absent,white_collar,Not-in-family,White,Male,0,0,45,<=50K,North America
22,Private,324445,hs_grad,9,Never-married,support,Not-in-family,White,Female,0,0,40,<=50K,North America
28,Private,98010,college_dropout,10,Married-spouse-absent,clerical,Own-child,White,Female,0,0,40,<=50K,North America
24,Private,275093,hs_grad,9,Never-married,labor,Not-in-family,White,Female,0,0,36,<=50K,North America
37,Private,327323,HS_dropout,3,Separated,labor,Not-in-family,White,Male,0,0,32,<=50K,Latin America
45,Private,88265,hs_grad,9,Never-married,labor,Own-child,White,Female,0,0,40,<=50K,North America
44,Private,160323,hs_grad,9,Never-married,blue_collar,Not-in-family,Black,Male,0,0,40,<=50K,North America
17,Private,56986,HS_dropout,8,Never-married,white_collar,Own-child,White,Female,0,0,18,<=50K,North America
36,Private,111377,HS_dropout,6,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
58,Private,117477,hs_grad,9,Divorced,clerical,Unmarried,Black,Female,0,0,36,<=50K,North America
56,Private,129836,hs_grad,9,Married-civ-spouse,service,Wife,White,Female,0,0,10,<=50K,North America
40,Private,337456,hs_grad,9,Divorced,service,Unmarried,White,Female,0,0,40,<=50K,North America
44,Private,173888,HS_dropout,4,Married-civ-spouse,labor,Husband,White,Male,0,0,80,>50K,North America
38,Private,391040,associate,11,Separated,support,Unmarried,White,Female,0,0,20,<=50K,North America
44,Private,230592,bachelor,13,Never-married,support,Not-in-family,White,Male,0,0,35,<=50K,North America
25,Private,69413,college_dropout,10,Never-married,white_collar,Own-child,White,Female,0,0,40,<=50K,North America
40,Private,170730,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,50,<=50K,North America
29,State-gov,198493,associate,11,Married-civ-spouse,service,Husband,White,Male,0,0,40,>50K,North America
36,Private,104772,hs_grad,9,Divorced,blue_collar,Unmarried,White,Male,0,0,48,<=50K,North America
32,Local-gov,223267,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,48,<=50K,North America
37,Private,77820,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
19,Private,292511,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,25,<=50K,North America
60,Private,127084,hs_grad,9,Married-civ-spouse,service,Husband,White,Male,0,2042,34,<=50K,North America
57,Private,127728,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,15024,0,50,>50K,North America
63,Federal-gov,217994,college_dropout,10,Divorced,white_collar,Unmarried,White,Female,0,0,40,<=50K,North America
35,Self-emp-not-inc,153066,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,60,>50K,North America
18,Private,156950,hs_grad,9,Never-married,clerical,Own-child,White,Male,0,0,35,<=50K,North America
19,Private,263338,hs_grad,9,Never-married,service,Own-child,White,Male,0,0,15,<=50K,North America
57,Private,212448,bachelor,13,Divorced,white_collar,Not-in-family,White,Female,0,0,45,>50K,North America
38,Private,29874,associate,11,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
37,Self-emp-not-inc,410919,hs_grad,9,Never-married,blue_collar,Own-child,White,Male,0,0,35,<=50K,North America
54,Private,146834,hs_grad,9,Divorced,labor,Not-in-family,White,Male,0,0,45,<=50K,North America
44,Self-emp-not-inc,187164,hs_grad,9,Divorced,labor,Unmarried,White,Male,0,0,60,<=50K,North America
20,Private,211345,college_dropout,10,Never-married,labor,Own-child,White,Female,0,0,20,<=50K,North America
26,Private,76491,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,20,<=50K,North America
56,Private,147989,college_dropout,10,Married-spouse-absent,labor,Not-in-family,White,Male,0,0,40,<=50K,North America
61,State-gov,186451,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,1902,40,>50K,North America
40,Private,70645,HS_dropout,1,Never-married,service,Not-in-family,White,Female,0,0,20,<=50K,North America
35,Private,112512,hs_grad,9,Widowed,service,Own-child,White,Female,0,0,40,<=50K,North America
21,Private,129172,college_dropout,10,Never-married,service,Other-relative,White,Male,0,0,16,<=50K,North America
31,Private,119432,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
48,Self-emp-inc,38819,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,36,<=50K,North America
25,Private,104193,hs_grad,9,Never-married,service,Own-child,White,Female,114,0,40,<=50K,North America
47,Private,165937,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,50,>50K,North America
33,Private,145434,HS_dropout,7,Never-married,blue_collar,Own-child,White,Male,0,0,40,<=50K,North America
54,Self-emp-not-inc,192654,bachelor,13,Divorced,labor,Not-in-family,White,Male,0,0,65,<=50K,North America
55,Private,189528,HS_dropout,3,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,50,<=50K,North America
51,Private,148431,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
